UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCUGDGSK,SCUGNDGS,SCFA2DG,SCFY2DG,SCFY2ND,UDGAGRNTN,UDGAGRNTP,UDGAGRNTT,UDGAGRNTA,UNDAGRNTN,UNDAGRNTP,UNDAGRNTT,UNDAGRNTA,UDGPGRNTP,UDGFLOANP
444529,,,,,,,,,,,,43.0,72.0,60.0,31.0,72.0,26.0,60.0,3884.0,0.0,0.0,,0.0,0.0,,27.0,63.0,4130.0,43,60,157954.0,37,26.0,60.0,3884.0,26.0,60.0,3884.0,0.0,0.0,,27.0,63.0,4130.0,0.0,0.0,,37,62,4269.0,62,157954.0,4269.0,39,65,161933.0,4152.0,100983.0,100983.0,100983.0,0.0,0.0,0.0,111511.0,111511.0,0.0,31.0,72.0,60,0,,60.0,0.0,37,62,157954.0,4269.0,0,0,0.0,,62.0,65.0
444556,,,,,,,,,,,,430.0,59.0,723.0,325.0,76.0,228.0,53.0,4908.0,4.0,1.0,1379.0,169.0,39.0,1252.0,180.0,42.0,9632.0,430,723,2935834.0,343,300.0,70.0,4454.0,227.0,53.0,4833.0,120.0,28.0,182.0,180.0,42.0,9632.0,0.0,0.0,,530,73,5539.0,47,1693139.0,4936.0,316,44,3081025.0,9750.0,1336095.0,1118975.0,1097175.0,21800.0,5517.0,211603.0,1733717.0,1733717.0,0.0,324.0,75.0,723,0,,723.0,0.0,530,73,2935834.0,5539.0,0,0,0.0,,47.0,44.0
444565,1.0,0.0,,,,,,,,,303.0,,,,1.0,100.0,1.0,100.0,2165.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2783.0,1,303,2235351.0,207,1.0,100.0,2165.0,1.0,100.0,2165.0,0.0,0.0,,1.0,100.0,2783.0,0.0,0.0,,244,81,9161.0,68,1192969.0,5763.0,211,70,2434840.0,11540.0,2165.0,2165.0,2165.0,0.0,0.0,0.0,2783.0,2783.0,0.0,1.0,100.0,298,5,298.0,,,244,82,2235351.0,9161.0,0,0,0.0,,69.0,71.0
444583,204.0,56.0,,,,,,,,,364.0,,,,183.0,90.0,182.0,89.0,4926.0,37.0,18.0,980.0,0.0,0.0,,6.0,3.0,4117.0,204,364,1585474.0,298,182.0,89.0,5125.0,182.0,89.0,4749.0,11.0,5.0,2919.0,6.0,3.0,4117.0,0.0,0.0,,309,85,5131.0,82,1429228.0,4796.0,35,10,210222.0,6006.0,932728.0,896478.0,864365.0,32113.0,36250.0,0.0,24703.0,24703.0,0.0,183.0,90.0,364,0,364.0,,,309,85,1585474.0,5131.0,0,0,0.0,,82.0,10.0
444635,,,,,,,,,,,,19.0,14.0,138.0,18.0,95.0,18.0,95.0,2828.0,4.0,21.0,4132.0,2.0,11.0,2000.0,10.0,53.0,3172.0,19,138,339344.0,80,18.0,95.0,3969.0,17.0,89.0,2898.0,6.0,32.0,275.0,10.0,53.0,3172.0,0.0,0.0,,91,66,3729.0,58,230423.0,2880.0,80,58,335528.0,4194.0,71440.0,50912.0,49262.0,1650.0,16528.0,4000.0,31720.0,31720.0,0.0,18.0,95.0,138,0,,138.0,0.0,91,66,339344.0,3729.0,0,0,0.0,,58.0,58.0
444662,,,,,,,,,,,,39.0,28.0,139.0,39.0,100.0,39.0,100.0,3723.0,0.0,0.0,,0.0,0.0,,39.0,100.0,8910.0,39,139,145200.0,39,39.0,100.0,3723.0,39.0,100.0,3723.0,0.0,0.0,,39.0,100.0,8910.0,0.0,0.0,,39,28,3723.0,28,145200.0,3723.0,39,28,347500.0,8910.0,145200.0,145200.0,145200.0,0.0,0.0,0.0,347500.0,347500.0,0.0,39.0,100.0,139,0,,139.0,0.0,39,28,145200.0,3723.0,0,0,0.0,,28.0,28.0
444671,44.0,46.0,,,,,,,,,95.0,,,,44.0,100.0,44.0,100.0,5000.0,6.0,14.0,519.0,0.0,0.0,,0.0,0.0,,44,95,713487.0,95,44.0,100.0,5071.0,44.0,100.0,4636.0,40.0,91.0,400.0,0.0,0.0,,0.0,0.0,,95,100,7510.0,100,617025.0,6495.0,0,0,0.0,,223123.0,220010.0,204000.0,16010.0,3113.0,0.0,0.0,0.0,0.0,44.0,100.0,95,0,95.0,,,95,100,713487.0,7510.0,0,0,0.0,,100.0,0.0
444714,,,,,,,,,,,,126.0,37.0,343.0,103.0,82.0,99.0,79.0,4123.0,1.0,1.0,1750.0,0.0,0.0,,87.0,69.0,6344.0,126,343,1270245.0,272,99.0,79.0,4141.0,95.0,75.0,4014.0,36.0,29.0,747.0,87.0,69.0,6344.0,0.0,0.0,,280,82,4537.0,79,1012081.0,3721.0,255,74,1463881.0,5741.0,409968.0,408218.0,381318.0,26900.0,1750.0,0.0,551953.0,551953.0,0.0,102.0,81.0,343,0,,343.0,0.0,280,82,1270245.0,4537.0,0,0,0.0,,79.0,74.0
444732,,,,,,,,,,,,32.0,31.0,103.0,32.0,100.0,32.0,100.0,4668.0,5.0,16.0,575.0,0.0,0.0,,0.0,0.0,,32,103,415621.0,103,32.0,100.0,4757.0,32.0,100.0,4492.0,11.0,34.0,510.0,0.0,0.0,,0.0,0.0,,103,100,4035.0,100,398971.0,3874.0,0,0,0.0,,152238.0,149365.0,143754.0,5611.0,2873.0,0.0,0.0,0.0,0.0,32.0,100.0,103,0,,103.0,0.0,103,100,415621.0,4035.0,0,0,0.0,,100.0,0.0
444778,0.0,0.0,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,0,69,268736.0,37,,,,,,,,,,,,,,,,50,72,5375.0,54,85362.0,2307.0,50,72,263699.0,5274.0,,,,,,,,,,,,69,0,69.0,,,50,72,268736.0,5375.0,0,0,0.0,,54.0,72.0
444787,,,,,,,,,,,,207.0,6.0,3582.0,184.0,89.0,125.0,60.0,5263.0,0.0,0.0,,11.0,5.0,1454.0,174.0,84.0,11866.0,207,3582,8676087.0,1644,128.0,62.0,5265.0,125.0,60.0,5263.0,0.0,0.0,,171.0,83.0,9020.0,38.0,18.0,13744.0,1796,50,4831.0,46,7962190.0,4843.0,2667,74,31390800.0,11770.0,673897.0,657906.0,657906.0,0.0,0.0,15991.0,2064681.0,1542399.0,522282.0,184.0,89.0,3582,0,,3582.0,0.0,1796,50,8676087.0,4831.0,0,0,0.0,,46.0,74.0
444811,,,,,,,,,,,,105.0,17.0,634.0,96.0,91.0,96.0,91.0,3968.0,0.0,0.0,,0.0,0.0,,96.0,91.0,4330.0,105,634,2061224.0,561,96.0,91.0,3968.0,96.0,91.0,3968.0,0.0,0.0,,96.0,91.0,4330.0,0.0,0.0,,561,88,3674.0,88,2061224.0,3674.0,561,88,2420117.0,4314.0,380960.0,380960.0,380960.0,0.0,0.0,0.0,415669.0,415669.0,0.0,96.0,91.0,634,0,,634.0,0.0,561,88,2061224.0,3674.0,0,0,0.0,,88.0,88.0
444857,,,,,,,,,,,,40.0,18.0,217.0,30.0,75.0,21.0,53.0,5415.0,0.0,0.0,,0.0,0.0,,24.0,60.0,7010.0,40,217,402422.0,96,21.0,53.0,5415.0,21.0,53.0,5415.0,0.0,0.0,,24.0,60.0,7010.0,0.0,0.0,,96,44,4192.0,44,402422.0,4192.0,105,48,594337.0,5660.0,113708.0,113708.0,113708.0,0.0,0.0,0.0,168228.0,168228.0,0.0,30.0,75.0,217,0,,217.0,0.0,96,44,402422.0,4192.0,0,0,0.0,,44.0,48.0
444866,60.0,32.0,,,,,,,,,185.0,,,,57.0,95.0,47.0,78.0,5878.0,0.0,0.0,,46.0,77.0,2330.0,48.0,80.0,14782.0,60,185,1022108.0,128,56.0,93.0,6847.0,46.0,77.0,5860.0,35.0,58.0,191.0,48.0,80.0,8856.0,36.0,60.0,7902.0,170,92,6012.0,69,698965.0,5461.0,144,78,1346524.0,9351.0,383456.0,276271.0,269571.0,6700.0,0.0,107185.0,709525.0,425067.0,284458.0,57.0,95.0,185,0,185.0,,,170,92,1022108.0,6012.0,0,0,0.0,,69.0,78.0
444893,,,,,,,,,,,,238.0,95.0,251.0,238.0,100.0,228.0,96.0,5174.0,0.0,0.0,,21.0,9.0,4710.0,224.0,94.0,6884.0,238,251,1278630.0,228,238.0,100.0,5372.0,228.0,96.0,5174.0,0.0,0.0,,224.0,94.0,6884.0,0.0,0.0,,249,99,5135.0,91,1179730.0,5174.0,233,93,1601486.0,6873.0,1278630.0,1179730.0,1179730.0,0.0,0.0,98900.0,1542102.0,1542102.0,0.0,238.0,100.0,251,0,,251.0,0.0,249,99,1278630.0,5135.0,0,0,0.0,,91.0,93.0
444936,,,,,,,,,,,,103.0,50.0,206.0,94.0,91.0,85.0,83.0,4327.0,0.0,0.0,,83.0,81.0,1710.0,26.0,25.0,4473.0,103,206,730503.0,115,94.0,91.0,5422.0,75.0,73.0,4268.0,54.0,52.0,882.0,26.0,25.0,4473.0,0.0,0.0,,150,73,4870.0,56,466482.0,4056.0,52,25,233806.0,4496.0,509683.0,367754.0,320114.0,47640.0,0.0,141929.0,116300.0,116300.0,0.0,94.0,91.0,206,0,,206.0,0.0,150,73,730503.0,4870.0,0,0,0.0,,56.0,25.0
444945,,,,,,,,,,,,649.0,64.0,1012.0,510.0,79.0,477.0,73.0,4469.0,17.0,3.0,2267.0,0.0,0.0,,485.0,75.0,6296.0,649,1012,3626778.0,762,484.0,75.0,4484.0,477.0,73.0,4469.0,0.0,0.0,,485.0,75.0,6296.0,0.0,0.0,,774,76,4686.0,75,3552400.0,4662.0,776,77,5186935.0,6684.0,2170339.0,2131806.0,2131806.0,0.0,38533.0,0.0,3053322.0,3053322.0,0.0,510.0,79.0,1012,0,,1012.0,0.0,774,76,3626778.0,4686.0,0,0,0.0,,75.0,77.0
444954,189.0,17.0,0.0,0.0,164.0,87.0,25.0,13.0,0.0,0.0,1127.0,,,,183.0,97.0,182.0,96.0,5402.0,91.0,48.0,3121.0,26.0,14.0,2254.0,48.0,25.0,3473.0,189,1127,5507783.0,532,183.0,97.0,7245.0,120.0,63.0,4618.0,174.0,92.0,2466.0,48.0,25.0,3473.0,0.0,0.0,,926,82,5948.0,47,2225283.0,4183.0,272,24,1040306.0,3825.0,1325781.0,983198.0,554173.0,429025.0,283969.0,58614.0,166686.0,166686.0,0.0,183.0,97.0,990,137,990.0,,,923,93,5501435.0,5960.0,3,2,6348.0,2116.0,54.0,27.0
445027,1250.0,11.0,,,,,,,,,11267.0,,,,1014.0,81.0,931.0,74.0,6199.0,0.0,0.0,,178.0,14.0,2138.0,947.0,76.0,6247.0,1250,11267,54687941.0,7934,979.0,78.0,6284.0,931.0,74.0,6073.0,68.0,5.0,1729.0,947.0,76.0,6247.0,0.0,0.0,,8780,78,6229.0,70,44292650.0,5583.0,7889,70,57927173.0,7343.0,6151711.0,5771212.0,5653612.0,117600.0,0.0,380499.0,5916344.0,5916344.0,0.0,1014.0,81.0,11094,173,11094.0,,,8779,79,54687353.0,6229.0,1,1,588.0,588.0,72.0,71.0
445133,10.0,7.0,,,,,,,,,149.0,,,,9.0,90.0,9.0,90.0,7538.0,0.0,0.0,,8.0,80.0,881.0,9.0,90.0,7032.0,10,149,735995.0,106,9.0,90.0,8321.0,9.0,90.0,6138.0,7.0,70.0,1800.0,9.0,90.0,7032.0,0.0,0.0,,122,82,6033.0,71,524641.0,4949.0,114,77,944813.0,8288.0,74891.0,67841.0,55241.0,12600.0,0.0,7050.0,63292.0,63292.0,0.0,9.0,90.0,149,0,149.0,,,122,82,735995.0,6033.0,0,0,0.0,,71.0,77.0
445188,2400.0,29.0,0.0,0.0,2387.0,99.0,13.0,1.0,0.0,0.0,8321.0,,,,2075.0,86.0,1533.0,64.0,6659.0,1712.0,71.0,10568.0,1770.0,74.0,13138.0,841.0,35.0,4754.0,2400,8321,176834248.0,5097,1993.0,83.0,25868.0,1418.0,59.0,5545.0,1523.0,63.0,1540.0,812.0,34.0,4576.0,38.0,2.0,7444.0,7341,88,24089.0,61,28905221.0,5671.0,2594,31,13407893.0,5169.0,51554320.0,10207496.0,7862665.0,2344831.0,18092532.0,23254292.0,3998392.0,3715504.0,282888.0,2060.0,86.0,8321,0,8321.0,,,7341,88,176834248.0,24089.0,0,0,0.0,,61.0,31.0
445203,79.0,35.0,,,,,,,,,223.0,,,,79.0,100.0,75.0,95.0,5062.0,0.0,0.0,,49.0,62.0,814.0,68.0,86.0,7227.0,79,223,867659.0,171,76.0,96.0,5520.0,72.0,91.0,4566.0,21.0,27.0,2426.0,66.0,84.0,7135.0,10.0,13.0,2054.0,185,83,4690.0,77,692882.0,4052.0,134,60,932208.0,6957.0,419532.0,379660.0,328716.0,50944.0,0.0,39872.0,491425.0,470887.0,20538.0,79.0,100.0,223,0,223.0,,,185,83,867659.0,4690.0,0,0,0.0,,77.0,60.0
445212,,,,,,,,,,,,28.0,8.0,336.0,24.0,86.0,20.0,71.0,5677.0,0.0,0.0,,0.0,0.0,,21.0,75.0,7440.0,28,336,1099876.0,149,20.0,71.0,5677.0,19.0,68.0,5157.0,5.0,18.0,3109.0,21.0,75.0,7440.0,0.0,0.0,,197,59,5583.0,44,701261.0,4706.0,159,47,1004972.0,6321.0,113530.0,113530.0,97983.0,15547.0,0.0,0.0,156245.0,156245.0,0.0,24.0,86.0,316,20,,316.0,20.0,190,60,1072951.0,5647.0,7,35,26925.0,3846.0,47.0,50.0
445230,,,,,,,,,,,,313.0,26.0,1217.0,288.0,92.0,217.0,69.0,4294.0,0.0,0.0,,1.0,0.0,3750.0,269.0,86.0,8139.0,313,1217,2633285.0,551,217.0,69.0,4311.0,215.0,69.0,4145.0,144.0,46.0,282.0,265.0,85.0,7452.0,19.0,6.0,11300.0,602,49,4374.0,45,2298495.0,4171.0,658,54,5788353.0,8797.0,935474.0,931724.0,891124.0,40600.0,0.0,3750.0,2189431.0,1974736.0,214695.0,286.0,91.0,1217,0,,1217.0,0.0,602,49,2633285.0,4374.0,0,0,0.0,,45.0,54.0
445249,69.0,25.0,,,,,,,,,272.0,,,,58.0,84.0,47.0,68.0,4990.0,0.0,0.0,,29.0,42.0,793.0,45.0,65.0,7914.0,69,272,786689.0,144,49.0,71.0,5255.0,45.0,65.0,3948.0,13.0,19.0,4375.0,37.0,54.0,7129.0,14.0,20.0,6595.0,157,58,5011.0,53,638491.0,4434.0,122,45,1067430.0,8749.0,257511.0,234516.0,177642.0,56874.0,0.0,22995.0,356111.0,263775.0,92336.0,58.0,84.0,272,0,272.0,,,157,58,786689.0,5011.0,0,0,0.0,,53.0,45.0
445267,0.0,0.0,,,,,,,,,2884.0,,,,,,,,,,,,,,,,,,0,2884,4808094.0,696,,,,,,,,,,,,,,,,1168,40,4117.0,24,3108657.0,4466.0,747,26,4964063.0,6645.0,,,,,,,,,,,,1588,1296,1588.0,,,964,61,4706321.0,4882.0,204,16,101773.0,499.0,44.0,47.0
445364,,,,,,,,,,,,378.0,42.0,905.0,354.0,94.0,258.0,68.0,3911.0,4.0,1.0,1765.0,0.0,0.0,,239.0,63.0,6264.0,378,905,2123652.0,544,258.0,68.0,3938.0,258.0,68.0,3857.0,87.0,23.0,159.0,236.0,62.0,5554.0,26.0,7.0,7169.0,583,64,3643.0,60,2049643.0,3768.0,599,66,3581525.0,5979.0,1015982.0,1008924.0,995052.0,13872.0,7058.0,0.0,1497072.0,1310686.0,186386.0,353.0,93.0,905,0,,905.0,0.0,583,64,2123652.0,3643.0,0,0,0.0,,60.0,66.0
445461,195.0,26.0,,,,,,,,,746.0,,,,195.0,100.0,195.0,100.0,6953.0,1.0,1.0,11000.0,43.0,22.0,2505.0,167.0,86.0,7413.0,195,746,4331036.0,493,195.0,100.0,7562.0,155.0,79.0,5136.0,192.0,98.0,2915.0,167.0,86.0,7413.0,0.0,0.0,,737,99,5877.0,66,1883704.0,3821.0,577,77,3202608.0,5550.0,1474614.0,1355908.0,796148.0,559760.0,11000.0,107706.0,1238015.0,1238015.0,0.0,195.0,100.0,746,0,746.0,,,737,99,4331036.0,5877.0,0,0,0.0,,66.0,77.0
445498,,,,,,,,,,,,26.0,87.0,30.0,26.0,100.0,26.0,100.0,3070.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,26,30,79823.0,26,26.0,100.0,3070.0,26.0,100.0,3070.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,26,87,3070.0,87,79823.0,3070.0,0,0,0.0,,79823.0,79823.0,79823.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,100.0,26,4,,26.0,4.0,26,100,79823.0,3070.0,0,0,0.0,,100.0,0.0
445540,,,,,,,,,,,,30.0,33.0,92.0,26.0,87.0,20.0,67.0,4233.0,3.0,10.0,729.0,1.0,3.0,1000.0,23.0,77.0,5634.0,30,92,265135.0,61,20.0,67.0,4393.0,20.0,67.0,4233.0,0.0,0.0,,23.0,77.0,5634.0,0.0,0.0,,61,66,4346.0,66,261947.0,4294.0,70,76,403206.0,5760.0,87851.0,84663.0,84663.0,0.0,2188.0,1000.0,129579.0,129579.0,0.0,26.0,87.0,92,0,,92.0,0.0,61,66,265135.0,4346.0,0,0,0.0,,66.0,76.0
445647,,,,,,,,,,,,48.0,20.0,243.0,46.0,96.0,30.0,63.0,3897.0,2.0,4.0,3375.0,0.0,0.0,,43.0,90.0,5706.0,48,243,489821.0,126,31.0,65.0,3989.0,30.0,63.0,3897.0,0.0,0.0,,43.0,90.0,5103.0,5.0,10.0,5184.0,132,54,3711.0,52,428428.0,3400.0,178,73,888711.0,4993.0,123652.0,116902.0,116902.0,0.0,6750.0,0.0,245370.0,219449.0,25921.0,46.0,96.0,243,0,,243.0,0.0,132,54,489821.0,3711.0,0,0,0.0,,52.0,73.0
445656,,,,,,,,,,,,45.0,16.0,285.0,41.0,91.0,27.0,60.0,3366.0,1.0,2.0,4000.0,0.0,0.0,,41.0,91.0,5755.0,45,285,501810.0,134,27.0,60.0,3514.0,27.0,60.0,3366.0,0.0,0.0,,40.0,89.0,4695.0,7.0,16.0,6876.0,140,49,3584.0,47,439774.0,3282.0,213,75,1018033.0,4779.0,94887.0,90887.0,90887.0,0.0,4000.0,0.0,235937.0,187802.0,48135.0,41.0,91.0,285,0,,285.0,0.0,140,49,501810.0,3584.0,0,0,0.0,,47.0,75.0
445692,169.0,33.0,,,,,,,,,517.0,,,,168.0,99.0,112.0,66.0,6730.0,0.0,0.0,,161.0,95.0,8054.0,157.0,93.0,7619.0,169,517,6958161.0,344,161.0,95.0,12736.0,112.0,66.0,6512.0,27.0,16.0,904.0,157.0,93.0,6429.0,10.0,6.0,18687.0,489,95,14229.0,67,2198080.0,6390.0,462,89,3833452.0,8298.0,2050452.0,753727.0,729327.0,24400.0,0.0,1296725.0,1196224.0,1009353.0,186871.0,168.0,99.0,517,0,517.0,,,489,95,6958161.0,14229.0,0,0,0.0,,67.0,89.0
445708,420.0,33.0,,,,,,,,,1262.0,,,,420.0,100.0,364.0,87.0,8181.0,97.0,23.0,6125.0,420.0,100.0,19556.0,370.0,88.0,8937.0,420,1262,34635204.0,685,420.0,100.0,28061.0,231.0,55.0,5572.0,363.0,86.0,4658.0,367.0,87.0,6419.0,48.0,11.0,19815.0,1257,100,27554.0,54,3727957.0,5442.0,1058,84,7585999.0,7170.0,11785419.0,2977786.0,1287095.0,1690691.0,594120.0,8213513.0,3306794.0,2355684.0,951110.0,420.0,100.0,1262,0,1262.0,,,1257,100,34635204.0,27554.0,0,0,0.0,,54.0,84.0
445735,0.0,0.0,,,,,,,,,559.0,,,,,,,,,,,,,,,,,,0,559,1015341.0,113,,,,,,,,,,,,,,,,185,33,5488.0,20,626403.0,5543.0,445,80,5529619.0,12426.0,,,,,,,,,,,,559,0,559.0,,,185,33,1015341.0,5488.0,0,0,0.0,,20.0,80.0
445744,42.0,9.0,,,,,,,,,490.0,,,,41.0,98.0,41.0,98.0,5121.0,1.0,2.0,900.0,9.0,21.0,205.0,34.0,81.0,8072.0,42,490,2474548.0,373,41.0,98.0,5188.0,37.0,88.0,4866.0,40.0,95.0,747.0,34.0,81.0,7984.0,1.0,2.0,3000.0,456,93,5427.0,76,1559221.0,4180.0,360,73,2895669.0,8044.0,212703.0,209955.0,180059.0,29896.0,900.0,1848.0,274462.0,271462.0,3000.0,41.0,98.0,490,0,490.0,,,456,93,2474548.0,5427.0,0,0,0.0,,76.0,73.0
445762,22.0,9.0,,,,,,,,,244.0,,,,18.0,82.0,11.0,50.0,5615.0,0.0,0.0,,0.0,0.0,,16.0,73.0,6387.0,22,244,626187.0,109,11.0,50.0,5615.0,11.0,50.0,5397.0,6.0,27.0,400.0,16.0,73.0,6387.0,0.0,0.0,,110,45,5693.0,45,467494.0,4289.0,136,56,1050086.0,7721.0,61768.0,61768.0,59368.0,2400.0,0.0,0.0,102187.0,102187.0,0.0,18.0,82.0,244,0,244.0,,,110,45,626187.0,5693.0,0,0,0.0,,45.0,56.0
445780,,,,,,,,,,,,9.0,13.0,68.0,7.0,78.0,7.0,78.0,6466.0,0.0,0.0,,0.0,0.0,,7.0,78.0,7179.0,9,68,195216.0,43,7.0,78.0,6466.0,7.0,78.0,6466.0,0.0,0.0,,7.0,78.0,7179.0,0.0,0.0,,43,63,4540.0,63,195216.0,4540.0,39,57,216294.0,5546.0,45265.0,45265.0,45265.0,0.0,0.0,0.0,50250.0,50250.0,0.0,7.0,78.0,68,0,,68.0,0.0,43,63,195216.0,4540.0,0,0,0.0,,63.0,57.0
445799,,,,,,,,,,,,529.0,40.0,1326.0,506.0,96.0,353.0,67.0,6047.0,63.0,12.0,4082.0,247.0,47.0,3642.0,435.0,82.0,7923.0,529,1326,6254655.0,641,416.0,79.0,7912.0,352.0,67.0,4647.0,259.0,49.0,1926.0,434.0,82.0,5668.0,112.0,21.0,8812.0,1057,80,5917.0,48,2752239.0,4294.0,809,61,4757615.0,5881.0,3291286.0,2134476.0,1635614.0,498862.0,257188.0,899622.0,3446719.0,2459805.0,986914.0,506.0,96.0,1326,0,,1326.0,0.0,1057,80,6254655.0,5917.0,0,0,0.0,,48.0,61.0
445841,,,,,,,,,,,,86.0,29.0,293.0,75.0,87.0,58.0,67.0,4546.0,2.0,2.0,1750.0,11.0,13.0,427.0,72.0,84.0,6876.0,86,293,738556.0,175,63.0,73.0,4315.0,58.0,67.0,4546.0,0.0,0.0,,72.0,84.0,6876.0,0.0,0.0,,180,61,4103.0,60,730156.0,4172.0,181,62,1173319.0,6482.0,271849.0,263649.0,263649.0,0.0,3500.0,4700.0,495060.0,495060.0,0.0,75.0,87.0,293,0,,293.0,0.0,180,61,738556.0,4103.0,0,0,0.0,,60.0,62.0
445850,,,,,,,,,,,,45.0,17.0,267.0,43.0,96.0,35.0,78.0,4315.0,0.0,0.0,,5.0,11.0,380.0,43.0,96.0,7025.0,45,267,732233.0,180,35.0,78.0,4369.0,35.0,78.0,4315.0,0.0,0.0,,43.0,96.0,7025.0,0.0,0.0,,181,68,4045.0,67,715675.0,3976.0,172,64,1063991.0,6186.0,152913.0,151013.0,151013.0,0.0,0.0,1900.0,302088.0,302088.0,0.0,43.0,96.0,267,0,,267.0,0.0,181,68,732233.0,4045.0,0,0,0.0,,67.0,64.0
445911,,,,,,,,,,,,468.0,37.0,1260.0,431.0,92.0,321.0,69.0,4344.0,0.0,0.0,,275.0,59.0,1259.0,370.0,79.0,8053.0,468,1260,3759453.0,756,404.0,86.0,4309.0,319.0,68.0,4223.0,127.0,27.0,373.0,370.0,79.0,8053.0,0.0,0.0,,1008,80,3730.0,60,2988256.0,3953.0,982,78,7339840.0,7474.0,1740713.0,1394513.0,1347163.0,47350.0,0.0,346200.0,2979638.0,2979638.0,0.0,431.0,92.0,1260,0,,1260.0,0.0,1008,80,3759453.0,3730.0,0,0,0.0,,60.0,78.0
445948,,,,,,,,,,,,1900.0,70.0,2698.0,1782.0,94.0,1632.0,86.0,5719.0,0.0,0.0,,858.0,45.0,2642.0,1567.0,82.0,8393.0,1900,2698,18393433.0,2143,1734.0,91.0,6690.0,1548.0,81.0,5640.0,555.0,29.0,1086.0,1563.0,82.0,8364.0,8.0,0.0,9969.0,2396,89,7677.0,79,12132065.0,5661.0,2152,80,18476855.0,8586.0,11601040.0,9334202.0,8731402.0,602800.0,0.0,2266838.0,13152593.0,13072844.0,79749.0,1782.0,94.0,2698,0,,2698.0,0.0,2396,89,18393433.0,7677.0,0,0,0.0,,79.0,80.0
445957,,,,,,,,,,,,0.0,0.0,476.0,,,,,,,,,,,,,,,0,476,1082090.0,245,,,,,,,,,,,,,,,,349,73,3101.0,51,696425.0,2843.0,302,63,1278120.0,4232.0,,,,,,,,,,,,476,0,,476.0,0.0,349,73,1082090.0,3101.0,0,0,0.0,,51.0,63.0
446048,378.0,30.0,,,,,,,,,1259.0,,,,378.0,100.0,378.0,100.0,2506.0,137.0,36.0,4587.0,377.0,100.0,17218.0,211.0,56.0,7673.0,378,1259,25955982.0,342,378.0,100.0,21341.0,106.0,28.0,5006.0,378.0,100.0,1102.0,210.0,56.0,5250.0,36.0,10.0,14350.0,1240,98,20932.0,27,1741930.0,5093.0,624,50,3746984.0,6005.0,8066968.0,947125.0,530658.0,416467.0,628485.0,6491358.0,1619047.0,1102440.0,516607.0,378.0,100.0,1242,17,1242.0,,,1240,100,25955982.0,20932.0,0,0,0.0,,28.0,50.0
446084,,,,,,,,,,,,0.0,0.0,109.0,,,,,,,,,,,,,,,0,109,377653.0,61,,,,,,,,,,,,,,,,68,62,5554.0,56,228145.0,3740.0,52,48,322620.0,6204.0,,,,,,,,,,,,109,0,,109.0,0.0,68,62,377653.0,5554.0,0,0,0.0,,56.0,48.0
446093,,,,,,,,,,,,113.0,77.0,147.0,69.0,61.0,69.0,61.0,5972.0,0.0,0.0,,0.0,0.0,,45.0,40.0,8107.0,113,147,470840.0,82,69.0,61.0,5972.0,69.0,61.0,5870.0,25.0,22.0,282.0,45.0,40.0,8107.0,0.0,0.0,,82,56,5742.0,56,463190.0,5649.0,49,33,403182.0,8228.0,412082.0,412082.0,405032.0,7050.0,0.0,0.0,364810.0,364810.0,0.0,69.0,61.0,147,0,,147.0,0.0,82,56,470840.0,5742.0,0,0,0.0,,56.0,33.0
446109,164.0,51.0,,,,,,,,,323.0,,,,138.0,84.0,117.0,71.0,4670.0,11.0,7.0,2653.0,0.0,0.0,,108.0,66.0,6572.0,164,323,1198160.0,217,119.0,73.0,4836.0,117.0,71.0,4670.0,0.0,0.0,,108.0,66.0,6572.0,0.0,0.0,,228,71,5255.0,67,1056231.0,4867.0,231,72,1927146.0,8343.0,575514.0,546334.0,546334.0,0.0,29180.0,0.0,709750.0,709750.0,0.0,135.0,82.0,323,0,323.0,,,228,71,1198160.0,5255.0,0,0,0.0,,67.0,72.0
